timestamp,side,kind,ticket,gapBuy,gapSell,bidA,askA,bidB,askB
2026-04-26T21:39:00.0325558-07:00,B,Open,265612651,-17000,31000,4727.2600000000002,4727.6000000000004,4727.4300000000003,4727.5699999999997
