timestamp,symbol,bid,ask,spread,tickTimeMsc,version,error
2026-04-26T21:37:50.0814824-07:00,XAUUSD.s,4726.9899999999998,4727.3299999999999,0.34000000000014552,1777275468788,1,
2026-04-26T21:37:51.7656090-07:00,XAUUSD.s,4726.96,4727.3000000000002,0.34000000000014552,1777275471712,1,
2026-04-26T21:37:51.9228048-07:00,XAUUSD.s,4727.0699999999997,4727.3800000000001,0.31000000000040018,1777275471913,1,
2026-04-26T21:37:52.4689817-07:00,XAUUSD.s,4727.0500000000002,4727.3900000000003,0.34000000000014552,1777275472419,1,
2026-04-26T21:37:52.5782745-07:00,XAUUSD.s,4727.0100000000002,4727.3299999999999,0.31999999999970896,1777275472518,1,
2026-04-26T21:37:53.5780750-07:00,XAUUSD.s,4727,4727.3199999999997,0.31999999999970896,1777275473527,1,
2026-04-26T21:37:53.6729005-07:00,XAUUSD.s,4727.0100000000002,4727.3299999999999,0.31999999999970896,1777275473629,1,
2026-04-26T21:37:54.2930498-07:00,XAUUSD.s,4727.0200000000004,4727.3199999999997,0.2999999999992724,1777275474233,1,
2026-04-26T21:37:55.4688992-07:00,XAUUSD.s,4726.9099999999999,4727.2399999999998,0.32999999999992724,1777275475443,1,
2026-04-26T21:37:55.5781876-07:00,XAUUSD.s,4726.8900000000003,4727.1999999999998,0.30999999999949068,1777275475544,1,
2026-04-26T21:37:55.6721641-07:00,XAUUSD.s,4726.8699999999999,4727.1800000000003,0.31000000000040018,1777275475646,1,
2026-04-26T21:37:55.9690437-07:00,XAUUSD.s,4726.8400000000001,4727.1599999999999,0.31999999999970896,1777275475949,1,
2026-04-26T21:37:56.0784019-07:00,XAUUSD.s,4726.8199999999997,4727.1499999999996,0.32999999999992724,1777275476050,1,
2026-04-26T21:37:56.4687043-07:00,XAUUSD.s,4726.8299999999999,4727.1499999999996,0.31999999999970896,1777275476455,1,
2026-04-26T21:37:57.5779639-07:00,XAUUSD.s,4726.8400000000001,4727.1499999999996,0.30999999999949068,1777275477564,1,
2026-04-26T21:37:58.5314713-07:00,XAUUSD.s,4726.8100000000004,4727.1400000000003,0.32999999999992724,1777275478471,1,
2026-04-26T21:37:59.6249701-07:00,XAUUSD.s,4726.7700000000004,4727.0900000000001,0.31999999999970896,1777275479584,1,
2026-04-26T21:37:59.9222844-07:00,XAUUSD.s,4726.8900000000003,4727.1999999999998,0.30999999999949068,1777275479886,1,
2026-04-26T21:38:00.1266555-07:00,XAUUSD.s,4726.6800000000003,4727.0200000000004,0.34000000000014552,1777275480087,1,
2026-04-26T21:38:00.2204582-07:00,XAUUSD.s,4726.5699999999997,4726.8800000000001,0.31000000000040018,1777275480189,1,
2026-04-26T21:38:00.3282554-07:00,XAUUSD.s,4726.5299999999997,4726.8500000000004,0.32000000000061846,1777275480289,1,
2026-04-26T21:38:00.4226858-07:00,XAUUSD.s,4726.5699999999997,4726.9099999999999,0.34000000000014552,1777275480390,1,
2026-04-26T21:38:00.6249586-07:00,XAUUSD.s,4726.5500000000002,4726.8599999999997,0.30999999999949068,1777275480592,1,
2026-04-26T21:38:01.5472751-07:00,XAUUSD.s,4726.5699999999997,4726.8900000000003,0.32000000000061846,1777275481502,1,
2026-04-26T21:38:01.6247563-07:00,XAUUSD.s,4726.5600000000004,4726.8599999999997,0.2999999999992724,1777275481604,1,
2026-04-26T21:38:01.8294438-07:00,XAUUSD.s,4726.4499999999998,4726.79,0.34000000000014552,1777275481807,1,
2026-04-26T21:38:01.9230250-07:00,XAUUSD.s,4726.1499999999996,4726.4799999999996,0.32999999999992724,1777275481909,1,
2026-04-26T21:38:02.0310765-07:00,XAUUSD.s,4726.1999999999998,4726.5100000000002,0.31000000000040018,1777275482012,1,
2026-04-26T21:38:02.2812259-07:00,XAUUSD.s,4726.1999999999998,4726.5,0.3000000000001819,1777275482213,1,
2026-04-26T21:38:02.7656191-07:00,XAUUSD.s,4726.1700000000001,4726.5,0.32999999999992724,1777275482720,1,
2026-04-26T21:38:03.0780309-07:00,XAUUSD.s,4726.1800000000003,4726.5,0.31999999999970896,1777275483023,1,
2026-04-26T21:38:03.9688175-07:00,XAUUSD.s,4726.1700000000001,4726.4799999999996,0.30999999999949068,1777275483931,1,
2026-04-26T21:38:05.9687324-07:00,XAUUSD.s,4726.2299999999996,4726.5500000000002,0.32000000000061846,1777275485952,1,
2026-04-26T21:38:06.0779294-07:00,XAUUSD.s,4726.2399999999998,4726.5699999999997,0.32999999999992724,1777275486053,1,
